customer_id,order_date,product_name,quantity,unit_price,total_amount
C0219,2023-01-16,Fiction Novel,2,19.45,38.9
C0321,2023-01-16,LED Desk Lamp,1,26.98,26.98
C0400,2023-01-16,LED Desk Lamp,3,30.65,91.95
C0414,2023-01-16,Fiction Novel,2,9.98,19.96
C0448,2023-01-16,USB-C Cable,4,9.07,36.28
C0098,2023-01-17,Business Strategy Book,1,31.17,31.17
C0109,2023-01-17,LED Desk Lamp,1,49.95,49.95
C0132,2023-01-17,Vacuum Cleaner,1,183.85,183.85
C0151,2023-01-17,Self-Help Guide,1,23.2,23.2
C0172,2023-01-17,Business Strategy Book,1,29.97,29.97
C0246,2023-01-17,Bluetooth Speaker,4,54.86,219.44
C0277,2023-01-17,Business Strategy Book,4,17.3,69.2
C0314,2023-01-17,LED Desk Lamp,1,27.09,27.09
C0389,2023-01-17,Kitchen Scale,3,19.68,59.04
C0394,2023-01-17,Smartphone Case,1,14.52,14.52
C0485,2023-01-17,USB-C Cable,1,9.16,9.16
C0490,2023-01-17,Baseball Cap,1,16.68,16.68
C0123,2023-01-18,Storage Bins,1,17.35,17.35
C0162,2023-01-18,Coffee Maker,1,100.58,100.58
C0242,2023-01-18,Vacuum Cleaner,3,176.52,529.56
C0414,2023-01-18,Wireless Headphones,1,64.59,64.59
C0455,2023-01-18,Wireless Charger,1,22.32,22.32
C0032,2023-01-19,Car Phone Mount,1,63.48,63.48
C0095,2023-01-19,Sunglasses,2,57.74,115.48
C0098,2023-01-19,Storage Bins,3,18.6,55.8
C0159,2023-01-19,Smartphone Case,2,25.25,50.5
C0217,2023-01-19,Screen Protector,1,12.2,12.2
C0220,2023-01-19,Running Shoes,1,111.44,111.44
C0249,2023-01-19,Wireless Charger,2,38.63,77.26
C0333,2023-01-19,Storage Bins,1,10.28,10.28
C0345,2023-01-19,Fiction Novel,1,11.07,11.07
C0436,2023-01-19,LED Desk Lamp,1,30.3,30.3
C0492,2023-01-19,LED Desk Lamp,1,28.34,28.34
C0515,2023-01-19,Self-Help Guide,1,13.77,13.77
C0525,2023-01-19,Wireless Charger,1,19.72,19.72
C0028,2023-01-20,Business Strategy Book,1,57.38,57.38
C0130,2023-01-20,Cookbook,1,35.58,35.58
C0148,2023-01-20,Power Bank,2,41.3,82.6
C0304,2023-01-20,Coffee Maker,1,51.2,51.2
C0018,2023-01-21,Coffee Maker,1,183.59,183.59
C0037,2023-01-21,Baseball Cap,2,68.67,137.34
C0038,2023-01-21,Coffee Maker,1,207.63,207.63
C0101,2023-01-21,Cookbook,1,32.44,32.44
C0118,2023-01-21,Baseball Cap,3,32.13,96.39
C0189,2023-01-21,Wireless Headphones,1,102.04,102.04
C0220,2023-01-21,Screen Protector,2,12.52,25.04
C0268,2023-01-21,Cookbook,4,20.48,81.92
C0300,2023-01-21,Self-Help Guide,1,15.32,15.32
C0407,2023-01-21,Wireless Headphones,4,56.88,227.52
C0430,2023-01-21,Car Phone Mount,1,15.79,15.79
C0158,2023-01-22,Cookbook,1,34.36,34.36
C0204,2023-01-22,Business Strategy Book,2,31.77,63.54
C0224,2023-01-22,LED Desk Lamp,1,52.17,52.17
C0246,2023-01-22,Power Bank,2,38.17,76.34
C0303,2023-01-22,Business Strategy Book,2,18.99,37.98
C0311,2023-01-22,Self-Help Guide,1,13.9,13.9
C0351,2023-01-22,LED Desk Lamp,1,30.39,30.39
C0139,2023-01-23,Kitchen Scale,1,29.39,29.39
C0152,2023-01-23,Self-Help Guide,1,24.27,24.27
C0220,2023-01-23,Vacuum Cleaner,2,196.29,392.58
C0233,2023-01-23,Casual T-Shirt,4,24.79,99.16
C0307,2023-01-23,Wireless Headphones,3,58.01,174.03
C0350,2023-01-23,Running Shoes,1,63.77,63.77
C0391,2023-01-23,Kitchen Scale,1,19.52,19.52
C0405,2023-01-23,Fiction Novel,1,10.71,10.71
C0462,2023-01-23,Power Bank,1,24.51,24.51
C0063,2023-01-24,Smartphone Case,1,21.95,21.95
C0081,2023-01-24,Denim Jeans,1,73.6,73.6
C0104,2023-01-24,Fiction Novel,1,18.82,18.82
C0136,2023-01-24,Kitchen Scale,1,28.27,28.27
C0221,2023-01-24,Power Bank,1,43.49,43.49
C0402,2023-01-24,Smartphone Case,2,13.05,26.1
C0498,2023-01-24,Baseball Cap,3,16.54,49.62
C0502,2023-01-24,Storage Bins,1,10.6,10.6
C0070,2023-01-25,Fiction Novel,1,16.95,16.95
C0179,2023-01-25,Kitchen Scale,2,31.68,63.36
C0196,2023-01-25,Smartphone Case,1,22.08,22.08
C0239,2023-01-25,Power Bank,1,38.1,38.1
C0347,2023-01-25,Cookbook,1,19.42,19.42
C0362,2023-01-25,Vacuum Cleaner,1,98.57,98.57
C0381,2023-01-25,USB-C Cable,2,8.41,16.82
C0404,2023-01-25,Business Strategy Book,3,15.81,47.43
C0446,2023-01-25,Denim Jeans,2,40.35,80.7
C0005,2023-01-26,Self-Help Guide,1,47.75,47.75
C0127,2023-01-26,Cookbook,1,38.1,38.1
C0158,2023-01-26,Vacuum Cleaner,1,186.57,186.57
C0165,2023-01-26,Smartphone Case,1,24.23,24.23
C0306,2023-01-26,Vacuum Cleaner,1,105.52,105.52
C0317,2023-01-26,Self-Help Guide,1,12.96,12.96
C0347,2023-01-26,Fiction Novel,1,9.8,9.8
C0546,2023-01-26,Self-Help Guide,1,14.14,14.14
C0343,2023-01-27,Smartphone Case,3,13.63,40.89
C0495,2023-01-27,Wireless Charger,1,22.47,22.47
C0550,2023-01-27,Air Purifier,2,143.67,287.34
C0117,2023-01-28,LED Desk Lamp,3,44.48,133.44
C0122,2023-01-28,Car Phone Mount,1,27.25,27.25
C0122,2023-01-28,Car Phone Mount,1,31.11,31.11
C0213,2023-01-28,Fiction Novel,1,16.91,16.91
C0225,2023-01-28,Fiction Novel,1,17.69,17.69
C0291,2023-01-28,Screen Protector,1,6.98,6.98
C0299,2023-01-28,Denim Jeans,1,43.31,43.31
C0371,2023-01-28,Sunglasses,1,36.25,36.25
C0402,2023-01-28,Car Phone Mount,2,15.92,31.84
C0423,2023-01-28,Wireless Charger,2,22.87,45.74
C0548,2023-01-28,Cookbook,1,20.86,20.86
C0549,2023-01-28,Wireless Headphones,2,61.11,122.22
C0011,2023-01-29,Fiction Novel,2,37.7,75.4
C0022,2023-01-29,Bluetooth Speaker,1,124.87,124.87
C0047,2023-01-29,Power Bank,1,80.53,80.53
C0183,2023-01-29,Screen Protector,2,11.7,23.4
C0391,2023-01-29,Denim Jeans,2,43.85,87.7
C0461,2023-01-29,Casual T-Shirt,1,14.05,14.05
C0462,2023-01-29,Self-Help Guide,1,13.5,13.5
C0176,2023-01-30,Smartphone Case,3,22.66,67.98
C0271,2023-01-30,Denim Jeans,1,43.31,43.31
C0353,2023-01-30,Wireless Charger,1,22.26,22.26
C0411,2023-01-30,Business Strategy Book,1,17.45,17.45
C0447,2023-01-30,Coffee Maker,2,56.92,113.84
C0515,2023-01-30,Denim Jeans,1,44.5,44.5
C0009,2023-01-31,Car Phone Mount,2,62.81,125.62
C0043,2023-01-31,Running Shoes,1,233.29,233.29
C0147,2023-01-31,Business Strategy Book,2,29.22,58.44
C0153,2023-01-31,Sunglasses,2,55.54,111.08
C0191,2023-01-31,Screen Protector,1,12.54,12.54
C0218,2023-01-31,Self-Help Guide,1,24.33,24.33
C0400,2023-01-31,Vacuum Cleaner,1,113.27,113.27
C0070,2023-02-01,Baseball Cap,4,28.47,113.88
C0188,2023-02-01,Denim Jeans,1,67.5,67.5
C0216,2023-02-01,Business Strategy Book,2,31.5,63.0
C0247,2023-02-01,Sunglasses,3,61.82,185.46
C0291,2023-02-01,LED Desk Lamp,4,29.6,118.4
C0323,2023-02-01,Storage Bins,4,10.2,40.8
C0328,2023-02-01,Kitchen Scale,1,19.23,19.23
C0440,2023-02-01,Business Strategy Book,1,17.57,17.57
C0487,2023-02-01,Self-Help Guide,1,14.62,14.62
C0505,2023-02-01,USB-C Cable,2,9.1,18.2
C0511,2023-02-01,Vacuum Cleaner,1,110.89,110.89
C0028,2023-02-02,Power Bank,1,87.38,87.38
C0082,2023-02-02,Car Phone Mount,1,28.85,28.85
C0207,2023-02-02,Smartphone Case,1,24.2,24.2
C0326,2023-02-02,Running Shoes,1,62.69,62.69
C0456,2023-02-02,Wireless Charger,1,19.7,19.7
C0113,2023-02-03,Air Purifier,1,237.12,237.12
C0256,2023-02-03,Screen Protector,1,7.35,7.35
C0316,2023-02-03,Kitchen Scale,1,16.79,16.79
C0457,2023-02-03,Business Strategy Book,3,16.82,50.46
C0041,2023-02-04,Bluetooth Speaker,3,107.36,322.08
C0056,2023-02-04,Screen Protector,1,11.79,11.79
C0177,2023-02-04,Bluetooth Speaker,1,58.38,58.38
C0423,2023-02-04,Cookbook,1,21.88,21.88
C0433,2023-02-04,Air Purifier,3,133.24,399.72
C0470,2023-02-04,Casual T-Shirt,4,12.62,50.48
C0066,2023-02-05,Storage Bins,3,20.14,60.42
C0107,2023-02-05,Self-Help Guide,1,23.27,23.27
C0309,2023-02-05,Fiction Novel,1,9.79,9.79
C0370,2023-02-05,Storage Bins,1,10.93,10.93
C0391,2023-02-05,Denim Jeans,1,44.59,44.59
C0400,2023-02-05,Car Phone Mount,3,18.1,54.3
C0522,2023-02-05,LED Desk Lamp,2,28.6,57.2
C0530,2023-02-05,Running Shoes,2,64.88,129.76
C0549,2023-02-05,Kitchen Scale,1,16.52,16.52
C0081,2023-02-06,Smartphone Case,3,23.64,70.92
C0185,2023-02-06,Self-Help Guide,1,22.54,22.54
C0223,2023-02-06,Bluetooth Speaker,1,57.17,57.17
C0231,2023-02-06,Power Bank,3,40.35,121.05
C0472,2023-02-06,Baseball Cap,1,17.48,17.48
C0474,2023-02-06,Screen Protector,1,6.46,6.46
C0539,2023-02-06,Baseball Cap,1,17.53,17.53
C0123,2023-02-07,Kitchen Scale,2,32.8,65.6
C0145,2023-02-07,USB-C Cable,2,16.03,32.06
C0268,2023-02-07,Denim Jeans,1,46.04,46.04
C0322,2023-02-07,Kitchen Scale,1,16.75,16.75
C0330,2023-02-07,Power Bank,1,23.17,23.17
C0487,2023-02-07,Sunglasses,1,35.56,35.56
C0503,2023-02-07,USB-C Cable,1,9.5,9.5
C0521,2023-02-07,Sunglasses,4,34.51,138.04
C0544,2023-02-07,Wireless Headphones,4,62.83,251.32
C0018,2023-02-08,Smartphone Case,1,45.5,45.5
C0056,2023-02-08,Smartphone Case,1,22.79,22.79
C0082,2023-02-08,Power Bank,1,42.88,42.88
C0290,2023-02-08,Self-Help Guide,1,14.91,14.91
C0333,2023-02-08,Casual T-Shirt,2,13.39,26.78
C0394,2023-02-08,Baseball Cap,1,16.45,16.45
C0410,2023-02-08,Air Purifier,2,137.93,275.86
C0447,2023-02-08,Wireless Headphones,1,59.36,59.36
C0548,2023-02-08,Wireless Headphones,1,57.21,57.21
C0022,2023-02-09,Air Purifier,1,509.79,509.79
C0260,2023-02-09,Casual T-Shirt,1,13.71,13.71
C0349,2023-02-09,Power Bank,2,24.81,49.62
C0431,2023-02-09,Fiction Novel,2,11.54,23.08
C0433,2023-02-09,Denim Jeans,2,44.21,88.42
C0483,2023-02-09,Coffee Maker,3,61.57,184.71
C0106,2023-02-10,Wireless Charger,2,33.77,67.54
C0144,2023-02-10,Self-Help Guide,1,24.8,24.8
C0167,2023-02-10,Power Bank,3,43.4,130.2
C0205,2023-02-10,Business Strategy Book,1,28.9,28.9
C0274,2023-02-10,Wireless Headphones,1,62.87,62.87
C0352,2023-02-10,Screen Protector,1,6.93,6.93
C0007,2023-02-11,Vacuum Cleaner,1,361.01,361.01
C0073,2023-02-11,Vacuum Cleaner,3,180.26,540.78
C0076,2023-02-11,Air Purifier,1,218.51,218.51
C0085,2023-02-11,Vacuum Cleaner,1,180.59,180.59
C0131,2023-02-11,Bluetooth Speaker,1,59.67,59.67
C0169,2023-02-11,Casual T-Shirt,1,23.21,23.21
C0174,2023-02-11,Denim Jeans,1,71.92,71.92
C0263,2023-02-11,Kitchen Scale,1,17.37,17.37
C0263,2023-02-11,Vacuum Cleaner,2,103.07,206.14
C0305,2023-02-11,Storage Bins,4,10.49,41.96
C0352,2023-02-11,USB-C Cable,1,8.67,8.67
C0368,2023-02-11,Sunglasses,2,34.68,69.36
C0371,2023-02-11,Cookbook,1,19.21,19.21
C0394,2023-02-11,Casual T-Shirt,1,14.88,14.88
C0062,2023-02-12,Wireless Charger,1,34.8,34.8
C0063,2023-02-12,Coffee Maker,1,93.09,93.09
C0171,2023-02-12,LED Desk Lamp,1,52.01,52.01
C0216,2023-02-12,Running Shoes,1,114.41,114.41
C0224,2023-02-12,Wireless Charger,2,38.66,77.32
C0295,2023-02-12,Car Phone Mount,2,18.59,37.18
C0296,2023-02-12,Smartphone Case,2,12.63,25.26
C0386,2023-02-12,Air Purifier,2,132.77,265.54
C0404,2023-02-12,Screen Protector,2,6.51,13.02
C0430,2023-02-12,Business Strategy Book,1,17.34,17.34
C0483,2023-02-12,Wireless Charger,1,21.37,21.37
C0485,2023-02-12,Sunglasses,2,37.95,75.9
C0111,2023-02-13,USB-C Cable,1,17.03,17.03
C0135,2023-02-13,Screen Protector,1,11.68,11.68
C0181,2023-02-13,Denim Jeans,2,78.64,157.28
C0206,2023-02-13,Denim Jeans,1,69.32,69.32
C0264,2023-02-13,Kitchen Scale,1,17.77,17.77
C0025,2023-02-14,Car Phone Mount,1,68.11,68.11
C0031,2023-02-14,Baseball Cap,1,57.06,57.06
C0136,2023-02-14,Casual T-Shirt,1,23.64,23.64
C0329,2023-02-14,Vacuum Cleaner,1,94.54,94.54
C0364,2023-02-14,Bluetooth Speaker,1,30.55,30.55
C0408,2023-02-14,Air Purifier,1,148.47,148.47
C0533,2023-02-14,Cookbook,3,22.35,67.05
C0042,2023-02-15,Power Bank,1,87.46,87.46
C0232,2023-02-15,Denim Jeans,1,72.85,72.85
C0247,2023-02-15,Sunglasses,3,58.43,175.29
C0331,2023-02-15,Air Purifier,3,134.03,402.09
C0336,2023-02-15,Wireless Charger,2,22.27,44.54
C0496,2023-02-15,Car Phone Mount,1,17.71,17.71
C0506,2023-02-15,Car Phone Mount,1,16.52,16.52
C0534,2023-02-15,Vacuum Cleaner,2,94.76,189.52
C0538,2023-02-15,Coffee Maker,3,56.6,169.8
C0007,2023-02-16,Denim Jeans,1,140.37,140.37
C0064,2023-02-16,Running Shoes,2,114.48,228.96
C0064,2023-02-16,Sunglasses,1,65.86,65.86
C0231,2023-02-16,Fiction Novel,3,17.8,53.4
C0286,2023-02-16,Running Shoes,1,64.1,64.1
C0307,2023-02-16,Fiction Novel,2,10.9,21.8
C0318,2023-02-16,Running Shoes,2,60.81,121.62
C0366,2023-02-16,Air Purifier,1,130.16,130.16
C0457,2023-02-16,Power Bank,1,25.82,25.82
C0464,2023-02-16,Casual T-Shirt,3,13.07,39.21
C0505,2023-02-16,Air Purifier,2,133.72,267.44
C0506,2023-02-16,Running Shoes,1,67.47,67.47
C0525,2023-02-16,Bluetooth Speaker,2,34.55,69.1
C0011,2023-02-17,USB-C Cable,1,34.64,34.64
C0073,2023-02-17,Car Phone Mount,1,31.33,31.33
C0121,2023-02-17,Cookbook,1,37.91,37.91
C0137,2023-02-17,Cookbook,1,39.07,39.07
C0276,2023-02-17,Bluetooth Speaker,2,34.14,68.28
C0281,2023-02-17,USB-C Cable,1,9.92,9.92
C0002,2023-02-18,Fiction Novel,2,35.5,71.0
C0037,2023-02-18,Sunglasses,3,115.06,345.18
C0087,2023-02-18,Vacuum Cleaner,1,169.88,169.88
C0174,2023-02-18,Sunglasses,1,65.82,65.82
C0228,2023-02-18,USB-C Cable,2,15.75,31.5
C0248,2023-02-18,Coffee Maker,2,93.09,186.18
C0263,2023-02-18,Baseball Cap,4,16.2,64.8
C0274,2023-02-18,Wireless Headphones,1,68.5,68.5
C0312,2023-02-18,Self-Help Guide,2,13.61,27.22
C0338,2023-02-18,Vacuum Cleaner,1,102.38,102.38
C0353,2023-02-18,Cookbook,1,20.16,20.16
C0017,2023-02-19,Bluetooth Speaker,2,109.47,218.94
C0023,2023-02-19,Sunglasses,1,130.44,130.44
C0076,2023-02-19,Running Shoes,3,102.42,307.26
C0116,2023-02-19,Air Purifier,1,249.93,249.93
C0349,2023-02-19,Business Strategy Book,1,16.99,16.99
C0403,2023-02-19,Kitchen Scale,1,16.94,16.94
C0460,2023-02-19,Baseball Cap,4,18.47,73.88
C0510,2023-02-19,Casual T-Shirt,2,13.9,27.8
C0083,2023-02-20,Wireless Charger,2,39.11,78.22
C0099,2023-02-20,Business Strategy Book,1,28.28,28.28
C0171,2023-02-20,Self-Help Guide,1,26.07,26.07
C0290,2023-02-20,Air Purifier,1,143.73,143.73
C0308,2023-02-20,LED Desk Lamp,1,25.68,25.68
C0347,2023-02-20,Wireless Headphones,1,63.53,63.53
C0382,2023-02-20,Casual T-Shirt,1,12.77,12.77
C0432,2023-02-20,Casual T-Shirt,1,14.07,14.07
C0481,2023-02-20,Running Shoes,1,61.07,61.07
C0138,2023-02-21,Coffee Maker,1,100.6,100.6
C0258,2023-02-21,Baseball Cap,1,15.83,15.83
C0276,2023-02-21,LED Desk Lamp,1,29.71,29.71
C0367,2023-02-21,Screen Protector,3,6.71,20.13
C0372,2023-02-21,USB-C Cable,1,8.77,8.77
C0449,2023-02-21,Screen Protector,2,7.57,15.14
C0453,2023-02-21,Cookbook,1,20.35,20.35
C0461,2023-02-21,Sunglasses,1,32.71,32.71
C0068,2023-02-22,Vacuum Cleaner,1,167.37,167.37
C0101,2023-02-22,Denim Jeans,1,71.48,71.48
C0121,2023-02-22,Car Phone Mount,1,28.35,28.35
C0247,2023-02-22,Air Purifier,1,234.39,234.39
C0381,2023-02-22,Running Shoes,2,59.74,119.48
C0394,2023-02-22,Vacuum Cleaner,2,110.71,221.42
C0439,2023-02-22,Sunglasses,1,38.39,38.39
C0448,2023-02-22,Storage Bins,2,11.31,22.62
C0460,2023-02-22,Cookbook,1,19.62,19.62
C0471,2023-02-22,Baseball Cap,1,19.12,19.12
C0477,2023-02-22,Sunglasses,2,36.69,73.38
C0052,2023-02-23,Fiction Novel,1,18.66,18.66
C0060,2023-02-23,USB-C Cable,3,14.75,44.25
C0073,2023-02-23,Self-Help Guide,1,23.16,23.16
C0240,2023-02-23,Bluetooth Speaker,3,56.27,168.81
C0290,2023-02-23,USB-C Cable,4,9.79,39.16
C0411,2023-02-23,Air Purifier,1,127.87,127.87
C0426,2023-02-23,Baseball Cap,2,15.92,31.84
C0461,2023-02-23,Kitchen Scale,1,17.35,17.35
C0287,2023-02-24,Self-Help Guide,1,14.05,14.05
C0448,2023-02-24,Power Bank,1,26.72,26.72
C0533,2023-02-24,Coffee Maker,1,53.92,53.92
C0029,2023-02-25,USB-C Cable,3,35.21,105.63
C0045,2023-02-25,Bluetooth Speaker,1,106.41,106.41
C0087,2023-02-25,Sunglasses,1,60.3,60.3
C0103,2023-02-25,USB-C Cable,1,16.45,16.45
C0326,2023-02-25,Casual T-Shirt,2,13.66,27.32
C0403,2023-02-25,Casual T-Shirt,1,13.96,13.96
C0504,2023-02-25,Casual T-Shirt,1,15.35,15.35
C0507,2023-02-25,Storage Bins,1,10.98,10.98
C0096,2023-02-26,LED Desk Lamp,1,47.05,47.05
C0110,2023-02-26,USB-C Cable,1,15.28,15.28
C0118,2023-02-26,Air Purifier,1,249.91,249.91
C0152,2023-02-26,Coffee Maker,1,101.14,101.14
C0225,2023-02-26,Wireless Headphones,1,107.63,107.63
C0244,2023-02-26,USB-C Cable,1,15.29,15.29
C0313,2023-02-26,Vacuum Cleaner,2,114.14,228.28
C0379,2023-02-26,Baseball Cap,1,18.64,18.64
C0007,2023-02-27,LED Desk Lamp,1,97.52,97.52
C0039,2023-02-27,Baseball Cap,1,63.86,63.86
C0054,2023-02-27,Power Bank,2,42.22,84.44
C0260,2023-02-27,Kitchen Scale,2,18.05,36.1
C0272,2023-02-27,Cookbook,3,22.98,68.94
