customer_id,order_date,product_name,quantity,unit_price,total_amount
C0149,2023-01-03,Vacuum Cleaner,1,162.3,162.3
C0187,2023-01-03,Business Strategy Book,1,32.31,32.31
C0200,2023-01-03,Wireless Headphones,1,98.56,98.56
C0231,2023-01-03,Business Strategy Book,2,27.19,54.38
C0237,2023-01-03,Air Purifier,2,222.92,445.84
C0242,2023-01-03,Bluetooth Speaker,1,53.78,53.78
C0275,2023-01-03,Power Bank,1,22.42,22.42
C0298,2023-01-03,Denim Jeans,2,39.66,79.32
C0325,2023-01-03,Cookbook,1,22.89,22.89
C0326,2023-01-03,Storage Bins,2,10.76,21.52
C0368,2023-01-03,Casual T-Shirt,3,14.06,42.18
C0453,2023-01-03,Cookbook,1,21.64,21.64
C0494,2023-01-03,Casual T-Shirt,1,14.54,14.54
C0530,2023-01-03,Air Purifier,4,150.73,602.92
C0544,2023-01-03,Kitchen Scale,1,17.45,17.45
C0031,2023-01-04,Screen Protector,3,24.19,72.57
C0109,2023-01-04,LED Desk Lamp,1,44.11,44.11
C0121,2023-01-04,Self-Help Guide,1,24.11,24.11
C0163,2023-01-04,USB-C Cable,2,16.53,33.06
C0179,2023-01-04,Business Strategy Book,1,32.84,32.84
C0195,2023-01-04,Baseball Cap,1,27.81,27.81
C0199,2023-01-04,Power Bank,4,42.54,170.16
C0208,2023-01-04,Wireless Headphones,3,118.29,354.87
C0225,2023-01-04,Car Phone Mount,1,28.13,28.13
C0326,2023-01-04,Running Shoes,1,68.75,68.75
C0382,2023-01-04,Denim Jeans,1,38.25,38.25
C0405,2023-01-04,Screen Protector,1,6.83,6.83
C0430,2023-01-04,Casual T-Shirt,1,13.69,13.69
C0439,2023-01-04,Business Strategy Book,1,17.08,17.08
C0456,2023-01-04,Kitchen Scale,3,19.9,59.7
C0465,2023-01-04,Screen Protector,3,6.55,19.65
C0480,2023-01-04,Coffee Maker,1,55.05,55.05
C0480,2023-01-04,Self-Help Guide,1,15.17,15.17
C0508,2023-01-04,Casual T-Shirt,1,15.36,15.36
C0038,2023-01-05,Fiction Novel,2,34.24,68.48
C0062,2023-01-05,Vacuum Cleaner,1,169.23,169.23
C0070,2023-01-05,Bluetooth Speaker,1,58.96,58.96
C0104,2023-01-05,Screen Protector,1,12.25,12.25
C0108,2023-01-05,Power Bank,3,42.35,127.05
C0120,2023-01-05,Fiction Novel,2,17.03,34.06
C0124,2023-01-05,Denim Jeans,1,72.62,72.62
C0198,2023-01-05,Kitchen Scale,3,33.65,100.95
C0198,2023-01-05,Bluetooth Speaker,2,51.3,102.6
C0200,2023-01-05,Sunglasses,1,63.7,63.7
C0203,2023-01-05,Wireless Charger,1,37.73,37.73
C0210,2023-01-05,Casual T-Shirt,1,22.91,22.91
C0247,2023-01-05,Sunglasses,1,56.99,56.99
C0302,2023-01-05,Storage Bins,2,11.55,23.1
C0337,2023-01-05,Coffee Maker,1,54.29,54.29
C0342,2023-01-05,Wireless Charger,1,20.47,20.47
C0344,2023-01-05,USB-C Cable,2,9.97,19.94
C0378,2023-01-05,Running Shoes,1,59.59,59.59
C0426,2023-01-05,Casual T-Shirt,1,14.64,14.64
C0433,2023-01-05,Kitchen Scale,1,18.43,18.43
C0458,2023-01-05,Casual T-Shirt,1,14.79,14.79
C0515,2023-01-05,Self-Help Guide,1,15.23,15.23
C0522,2023-01-05,LED Desk Lamp,1,30.58,30.58
C0537,2023-01-05,Casual T-Shirt,2,15.22,30.44
C0042,2023-01-06,Wireless Charger,1,74.45,74.45
C0050,2023-01-06,USB-C Cable,1,34.14,34.14
C0056,2023-01-06,Smartphone Case,2,22.44,44.88
C0089,2023-01-06,Self-Help Guide,1,26.17,26.17
C0124,2023-01-06,Smartphone Case,2,24.52,49.04
C0148,2023-01-06,Smartphone Case,1,23.3,23.3
C0153,2023-01-06,Car Phone Mount,1,30.88,30.88
C0177,2023-01-06,Bluetooth Speaker,1,56.06,56.06
C0179,2023-01-06,Wireless Headphones,4,108.67,434.68
C0202,2023-01-06,Sunglasses,3,55.72,167.16
C0216,2023-01-06,Coffee Maker,1,98.83,98.83
C0272,2023-01-06,Fiction Novel,3,9.72,29.16
C0325,2023-01-06,Kitchen Scale,1,19.45,19.45
C0339,2023-01-06,Self-Help Guide,1,14.0,14.0
C0389,2023-01-06,Fiction Novel,1,11.48,11.48
C0418,2023-01-06,Storage Bins,2,11.33,22.66
C0444,2023-01-06,Vacuum Cleaner,2,103.91,207.82
C0445,2023-01-06,USB-C Cable,3,9.38,28.14
C0451,2023-01-06,USB-C Cable,1,8.53,8.53
C0477,2023-01-06,Business Strategy Book,1,19.23,19.23
C0544,2023-01-06,Car Phone Mount,3,15.96,47.88
C0021,2023-01-07,Air Purifier,1,457.51,457.51
C0055,2023-01-07,Wireless Charger,3,39.31,117.93
C0131,2023-01-07,Baseball Cap,1,32.73,32.73
C0154,2023-01-07,Cookbook,1,35.17,35.17
C0195,2023-01-07,Screen Protector,1,12.09,12.09
C0200,2023-01-07,Self-Help Guide,1,25.9,25.9
C0203,2023-01-07,Casual T-Shirt,1,21.95,21.95
C0242,2023-01-07,Storage Bins,1,19.2,19.2
C0252,2023-01-07,Denim Jeans,1,44.65,44.65
C0267,2023-01-07,Self-Help Guide,1,14.74,14.74
C0290,2023-01-07,Denim Jeans,1,41.58,41.58
C0296,2023-01-07,Fiction Novel,1,10.56,10.56
C0346,2023-01-07,Business Strategy Book,2,16.56,33.12
C0355,2023-01-07,Baseball Cap,1,18.0,18.0
C0373,2023-01-07,Kitchen Scale,1,19.08,19.08
C0389,2023-01-07,Coffee Maker,2,58.63,117.26
C0405,2023-01-07,Wireless Headphones,1,61.47,61.47
C0419,2023-01-07,Running Shoes,1,66.57,66.57
C0425,2023-01-07,Bluetooth Speaker,1,29.0,29.0
C0530,2023-01-07,Bluetooth Speaker,2,34.24,68.48
C0038,2023-01-08,Smartphone Case,1,51.79,51.79
C0078,2023-01-08,Bluetooth Speaker,1,54.27,54.27
C0103,2023-01-08,Power Bank,1,44.32,44.32
C0107,2023-01-08,LED Desk Lamp,1,46.49,46.49
C0109,2023-01-08,Running Shoes,2,102.51,205.02
C0136,2023-01-08,Self-Help Guide,1,24.62,24.62
C0146,2023-01-08,Power Bank,1,38.29,38.29
C0160,2023-01-08,Kitchen Scale,1,28.81,28.81
C0189,2023-01-08,Self-Help Guide,2,21.86,43.72
C0208,2023-01-08,Wireless Charger,3,37.51,112.53
C0225,2023-01-08,Coffee Maker,1,93.06,93.06
C0227,2023-01-08,USB-C Cable,1,14.58,14.58
C0228,2023-01-08,LED Desk Lamp,1,44.48,44.48
C0228,2023-01-08,Fiction Novel,2,17.82,35.64
C0242,2023-01-08,Storage Bins,1,18.18,18.18
C0251,2023-01-08,Denim Jeans,1,44.67,44.67
C0255,2023-01-08,Coffee Maker,1,53.0,53.0
C0272,2023-01-08,Bluetooth Speaker,2,30.16,60.32
C0279,2023-01-08,Baseball Cap,1,18.63,18.63
C0289,2023-01-08,Business Strategy Book,1,18.01,18.01
C0318,2023-01-08,Baseball Cap,1,17.97,17.97
C0326,2023-01-08,Wireless Charger,1,19.77,19.77
C0376,2023-01-08,Kitchen Scale,2,18.12,36.24
C0398,2023-01-08,Car Phone Mount,1,17.13,17.13
C0400,2023-01-08,Coffee Maker,1,54.74,54.74
C0403,2023-01-08,Wireless Charger,3,22.86,68.58
C0421,2023-01-08,Screen Protector,3,6.61,19.83
C0422,2023-01-08,Denim Jeans,1,37.9,37.9
C0475,2023-01-08,Fiction Novel,1,11.15,11.15
C0486,2023-01-08,Sunglasses,1,35.81,35.81
C0510,2023-01-08,Smartphone Case,1,13.46,13.46
C0013,2023-01-09,Business Strategy Book,1,65.4,65.4
C0084,2023-01-09,LED Desk Lamp,2,49.12,98.24
C0101,2023-01-09,LED Desk Lamp,3,43.89,131.67
C0116,2023-01-09,Wireless Charger,1,33.46,33.46
C0123,2023-01-09,Cookbook,1,35.64,35.64
C0139,2023-01-09,Casual T-Shirt,3,23.28,69.84
C0151,2023-01-09,Kitchen Scale,1,28.67,28.67
C0151,2023-01-09,Running Shoes,1,106.07,106.07
C0158,2023-01-09,Power Bank,3,39.41,118.23
C0239,2023-01-09,Air Purifier,1,249.39,249.39
C0255,2023-01-09,Screen Protector,3,7.21,21.63
C0277,2023-01-09,USB-C Cable,2,8.49,16.98
C0344,2023-01-09,Screen Protector,3,7.4,22.2
C0419,2023-01-09,Air Purifier,3,127.45,382.35
C0488,2023-01-09,Running Shoes,1,63.43,63.43
C0488,2023-01-09,Denim Jeans,3,43.37,130.11
C0496,2023-01-09,Wireless Headphones,1,64.3,64.3
C0504,2023-01-09,Smartphone Case,1,14.85,14.85
C0550,2023-01-09,Coffee Maker,1,58.24,58.24
C0013,2023-01-10,Cookbook,1,72.73,72.73
C0045,2023-01-10,Car Phone Mount,1,63.68,63.68
C0046,2023-01-10,Wireless Headphones,3,241.45,724.35
C0051,2023-01-10,Baseball Cap,1,27.8,27.8
C0056,2023-01-10,Fiction Novel,3,18.79,56.37
C0058,2023-01-10,Self-Help Guide,1,24.4,24.4
C0066,2023-01-10,Cookbook,1,36.66,36.66
C0066,2023-01-10,Wireless Charger,1,39.27,39.27
C0087,2023-01-10,Vacuum Cleaner,1,181.75,181.75
C0104,2023-01-10,Denim Jeans,1,76.25,76.25
C0131,2023-01-10,Storage Bins,4,18.28,73.12
C0137,2023-01-10,Coffee Maker,1,94.39,94.39
C0171,2023-01-10,Casual T-Shirt,3,23.21,69.63
C0200,2023-01-10,Power Bank,2,44.42,88.84
C0246,2023-01-10,Smartphone Case,2,21.79,43.58
C0250,2023-01-10,Running Shoes,1,100.86,100.86
C0312,2023-01-10,Fiction Novel,1,11.24,11.24
C0340,2023-01-10,Coffee Maker,2,56.61,113.22
C0340,2023-01-10,Bluetooth Speaker,2,33.61,67.22
C0351,2023-01-10,Sunglasses,2,33.18,66.36
C0354,2023-01-10,Power Bank,2,25.41,50.82
C0359,2023-01-10,USB-C Cable,1,9.75,9.75
C0393,2023-01-10,Smartphone Case,1,13.19,13.19
C0415,2023-01-10,Storage Bins,1,10.43,10.43
C0422,2023-01-10,Sunglasses,1,36.82,36.82
C0450,2023-01-10,Fiction Novel,1,10.8,10.8
C0473,2023-01-10,Cookbook,1,20.41,20.41
C0478,2023-01-10,Denim Jeans,1,41.35,41.35
C0480,2023-01-10,Business Strategy Book,3,17.97,53.91
C0501,2023-01-10,Wireless Headphones,1,64.17,64.17
C0524,2023-01-10,USB-C Cable,1,9.14,9.14
C0525,2023-01-10,Sunglasses,2,34.78,69.56
C0025,2023-01-11,Storage Bins,2,37.45,74.9
C0049,2023-01-11,Vacuum Cleaner,1,355.46,355.46
C0055,2023-01-11,Self-Help Guide,2,24.3,48.6
C0061,2023-01-11,Vacuum Cleaner,1,170.69,170.69
C0071,2023-01-11,Denim Jeans,2,71.54,143.08
C0083,2023-01-11,Sunglasses,1,61.56,61.56
C0162,2023-01-11,Air Purifier,1,228.77,228.77
C0255,2023-01-11,Running Shoes,1,58.92,58.92
C0284,2023-01-11,Denim Jeans,4,40.67,162.68
C0284,2023-01-11,Baseball Cap,1,18.8,18.8
C0289,2023-01-11,Wireless Headphones,3,61.53,184.59
C0294,2023-01-11,Coffee Maker,2,54.58,109.16
C0307,2023-01-11,Casual T-Shirt,2,14.68,29.36
C0311,2023-01-11,Self-Help Guide,1,15.19,15.19
C0311,2023-01-11,Car Phone Mount,2,15.91,31.82
C0323,2023-01-11,Sunglasses,1,36.21,36.21
C0329,2023-01-11,Baseball Cap,1,18.83,18.83
C0353,2023-01-11,Self-Help Guide,2,13.46,26.92
C0366,2023-01-11,Car Phone Mount,1,16.98,16.98
C0390,2023-01-11,Smartphone Case,1,13.85,13.85
C0398,2023-01-11,Running Shoes,2,57.1,114.2
C0406,2023-01-11,Casual T-Shirt,1,14.09,14.09
C0506,2023-01-11,USB-C Cable,2,8.42,16.84
C0509,2023-01-11,Power Bank,1,26.67,26.67
C0520,2023-01-11,Smartphone Case,3,14.34,43.02
C0026,2023-01-12,Business Strategy Book,4,61.63,246.52
C0027,2023-01-12,Kitchen Scale,1,70.27,70.27
C0058,2023-01-12,Cookbook,1,33.93,33.93
C0091,2023-01-12,Sunglasses,1,64.38,64.38
C0100,2023-01-12,Cookbook,1,37.17,37.17
C0110,2023-01-12,Baseball Cap,4,27.34,109.36
C0114,2023-01-12,Sunglasses,1,55.88,55.88
C0152,2023-01-12,Casual T-Shirt,3,25.95,77.85
C0164,2023-01-12,Sunglasses,4,57.92,231.68
C0176,2023-01-12,Casual T-Shirt,2,22.65,45.3
C0197,2023-01-12,Smartphone Case,1,24.62,24.62
C0235,2023-01-12,Coffee Maker,3,88.19,264.57
C0274,2023-01-12,Business Strategy Book,2,18.49,36.98
C0292,2023-01-12,Cookbook,2,22.61,45.22
C0303,2023-01-12,Kitchen Scale,2,16.99,33.98
C0334,2023-01-12,Bluetooth Speaker,2,35.06,70.12
C0406,2023-01-12,USB-C Cable,2,9.94,19.88
C0411,2023-01-12,Bluetooth Speaker,2,35.02,70.04
C0454,2023-01-12,Kitchen Scale,1,18.04,18.04
C0480,2023-01-12,Smartphone Case,3,12.92,38.76
C0488,2023-01-12,Self-Help Guide,2,15.02,30.04
C0494,2023-01-12,Wireless Charger,1,19.22,19.22
C0496,2023-01-12,Running Shoes,1,67.69,67.69
C0021,2023-01-13,Storage Bins,4,37.74,150.96
C0043,2023-01-13,Air Purifier,2,471.09,942.18
C0076,2023-01-13,Running Shoes,1,114.08,114.08
C0104,2023-01-13,Bluetooth Speaker,4,56.87,227.48
C0114,2023-01-13,Kitchen Scale,2,28.42,56.84
C0119,2023-01-13,Coffee Maker,1,104.45,104.45
C0129,2023-01-13,Sunglasses,2,63.94,127.88
C0132,2023-01-13,Sunglasses,1,55.59,55.59
C0148,2023-01-13,USB-C Cable,1,15.79,15.79
C0162,2023-01-13,Casual T-Shirt,1,25.38,25.38
C0164,2023-01-13,Wireless Headphones,1,114.95,114.95
C0166,2023-01-13,Air Purifier,2,223.53,447.06
C0194,2023-01-13,Storage Bins,3,18.11,54.33
C0257,2023-01-13,Self-Help Guide,1,13.44,13.44
C0268,2023-01-13,Vacuum Cleaner,1,105.76,105.76
C0312,2023-01-13,Casual T-Shirt,1,13.28,13.28
C0320,2023-01-13,Sunglasses,4,36.41,145.64
C0341,2023-01-13,Wireless Charger,1,20.82,20.82
C0391,2023-01-13,LED Desk Lamp,2,28.07,56.14
C0394,2023-01-13,Denim Jeans,1,41.06,41.06
C0455,2023-01-13,Kitchen Scale,1,17.39,17.39
C0466,2023-01-13,Casual T-Shirt,3,14.83,44.49
C0472,2023-01-13,Air Purifier,2,146.74,293.48
C0474,2023-01-13,Screen Protector,1,7.33,7.33
C0498,2023-01-13,Storage Bins,1,12.1,12.1
C0509,2023-01-13,Kitchen Scale,1,18.68,18.68
C0528,2023-01-13,Fiction Novel,2,9.63,19.26
C0531,2023-01-13,Vacuum Cleaner,2,106.0,212.0
C0027,2023-01-14,Vacuum Cleaner,1,346.17,346.17
C0038,2023-01-14,Running Shoes,1,205.19,205.19
C0050,2023-01-14,Baseball Cap,1,65.58,65.58
C0051,2023-01-14,Screen Protector,4,12.14,48.56
C0062,2023-01-14,Coffee Maker,3,104.56,313.68
C0100,2023-01-14,LED Desk Lamp,1,43.79,43.79
C0114,2023-01-14,Self-Help Guide,2,24.2,48.4
C0131,2023-01-14,Car Phone Mount,1,29.72,29.72
C0132,2023-01-14,Screen Protector,1,12.85,12.85
C0156,2023-01-14,Smartphone Case,2,23.35,46.7
C0158,2023-01-14,Kitchen Scale,2,29.68,59.36
C0178,2023-01-14,Kitchen Scale,2,29.79,59.58
C0180,2023-01-14,USB-C Cable,2,17.01,34.02
C0181,2023-01-14,Business Strategy Book,1,29.86,29.86
C0257,2023-01-14,Vacuum Cleaner,1,96.64,96.64
C0291,2023-01-14,Air Purifier,1,140.93,140.93
C0307,2023-01-14,Self-Help Guide,3,13.67,41.01
C0320,2023-01-14,USB-C Cable,2,8.31,16.62
C0324,2023-01-14,LED Desk Lamp,1,27.92,27.92
C0330,2023-01-14,Cookbook,3,20.4,61.2
C0331,2023-01-14,Bluetooth Speaker,2,29.47,58.94
C0384,2023-01-14,Coffee Maker,1,54.82,54.82
C0387,2023-01-14,Power Bank,1,26.42,26.42
C0470,2023-01-14,Cookbook,2,19.84,39.68
C0473,2023-01-14,USB-C Cable,1,8.84,8.84
C0493,2023-01-14,Business Strategy Book,1,16.01,16.01
C0495,2023-01-14,Denim Jeans,2,43.99,87.98
C0512,2023-01-14,Fiction Novel,2,10.81,21.62
C0542,2023-01-14,Wireless Headphones,3,65.11,195.33
C0014,2023-01-15,Wireless Charger,2,76.21,152.42
C0081,2023-01-15,Baseball Cap,1,27.08,27.08
C0089,2023-01-15,Smartphone Case,1,26.14,26.14
C0109,2023-01-15,Smartphone Case,2,26.12,52.24
C0135,2023-01-15,Kitchen Scale,1,29.59,29.59
C0148,2023-01-15,Wireless Charger,1,36.26,36.26
C0150,2023-01-15,Smartphone Case,1,24.71,24.71
C0156,2023-01-15,LED Desk Lamp,3,45.4,136.2
C0222,2023-01-15,Business Strategy Book,1,29.65,29.65
C0233,2023-01-15,Kitchen Scale,2,33.12,66.24
C0258,2023-01-15,Air Purifier,1,133.77,133.77
C0262,2023-01-15,Cookbook,2,19.35,38.7
C0273,2023-01-15,Sunglasses,1,34.82,34.82
C0274,2023-01-15,Running Shoes,1,65.38,65.38
C0300,2023-01-15,Vacuum Cleaner,2,111.76,223.52
C0307,2023-01-15,Air Purifier,2,145.23,290.46
C0360,2023-01-15,Fiction Novel,1,9.53,9.53
C0366,2023-01-15,Coffee Maker,1,55.86,55.86
C0421,2023-01-15,Running Shoes,2,64.21,128.42
C0440,2023-01-15,Denim Jeans,2,40.1,80.2
C0467,2023-01-15,Business Strategy Book,1,16.07,16.07
C0476,2023-01-15,Self-Help Guide,1,12.86,12.86
C0517,2023-01-15,LED Desk Lamp,2,26.03,52.06
C0525,2023-01-15,Sunglasses,1,32.43,32.43
C0017,2023-01-16,Casual T-Shirt,1,45.1,45.1
C0046,2023-01-16,USB-C Cable,1,33.22,33.22
C0047,2023-01-16,Sunglasses,2,125.07,250.14
C0048,2023-01-16,Smartphone Case,1,48.54,48.54
C0056,2023-01-16,Self-Help Guide,1,22.27,22.27
C0109,2023-01-16,Wireless Charger,1,36.58,36.58
C0135,2023-01-16,Smartphone Case,1,25.55,25.55
C0155,2023-01-16,Fiction Novel,1,19.19,19.19
C0160,2023-01-16,Wireless Headphones,2,105.95,211.9
C0190,2023-01-16,Fiction Novel,2,17.98,35.96
C0191,2023-01-16,LED Desk Lamp,2,49.4,98.8
C0209,2023-01-16,Screen Protector,3,12.82,38.46
C0219,2023-01-16,Fiction Novel,2,19.45,38.9
C0234,2023-01-16,Denim Jeans,1,70.02,70.02
C0292,2023-01-16,Wireless Charger,2,19.22,38.44
C0296,2023-01-16,Running Shoes,1,67.62,67.62
C0307,2023-01-16,Air Purifier,4,151.0,604.0
C0321,2023-01-16,LED Desk Lamp,1,26.98,26.98
C0400,2023-01-16,LED Desk Lamp,3,30.65,91.95
C0414,2023-01-16,Fiction Novel,2,9.98,19.96
C0435,2023-01-16,Casual T-Shirt,2,14.47,28.94
C0439,2023-01-16,Denim Jeans,4,42.78,171.12
C0448,2023-01-16,USB-C Cable,4,9.07,36.28
C0449,2023-01-16,Fiction Novel,2,11.15,22.3
C0504,2023-01-16,Bluetooth Speaker,4,34.3,137.2
C0528,2023-01-16,Running Shoes,4,64.08,256.32
C0542,2023-01-16,Business Strategy Book,1,19.22,19.22
C0548,2023-01-16,Smartphone Case,1,15.0,15.0
C0046,2023-01-17,Storage Bins,1,37.63,37.63
C0061,2023-01-17,Sunglasses,3,65.85,197.55
C0063,2023-01-17,Power Bank,3,44.2,132.6
C0071,2023-01-17,Baseball Cap,2,32.22,64.44
C0098,2023-01-17,Business Strategy Book,1,31.17,31.17
C0109,2023-01-17,LED Desk Lamp,1,49.95,49.95
C0110,2023-01-17,Car Phone Mount,3,29.17,87.51
C0128,2023-01-17,Running Shoes,2,114.15,228.3
C0132,2023-01-17,Vacuum Cleaner,1,183.85,183.85
C0151,2023-01-17,Self-Help Guide,1,23.2,23.2
C0162,2023-01-17,Wireless Charger,1,38.48,38.48
C0164,2023-01-17,Car Phone Mount,1,30.23,30.23
C0172,2023-01-17,Business Strategy Book,1,29.97,29.97
C0176,2023-01-17,USB-C Cable,1,15.45,15.45
C0183,2023-01-17,Car Phone Mount,1,30.98,30.98
C0187,2023-01-17,Casual T-Shirt,1,24.24,24.24
C0246,2023-01-17,Bluetooth Speaker,4,54.86,219.44
C0277,2023-01-17,Business Strategy Book,4,17.3,69.2
C0285,2023-01-17,Vacuum Cleaner,1,109.67,109.67
C0314,2023-01-17,LED Desk Lamp,1,27.09,27.09
C0314,2023-01-17,Sunglasses,1,37.5,37.5
C0326,2023-01-17,Bluetooth Speaker,2,30.25,60.5
C0356,2023-01-17,Vacuum Cleaner,1,107.81,107.81
C0371,2023-01-17,Kitchen Scale,1,17.9,17.9
C0389,2023-01-17,Kitchen Scale,3,19.68,59.04
C0394,2023-01-17,Smartphone Case,1,14.52,14.52
C0406,2023-01-17,Screen Protector,1,6.67,6.67
C0448,2023-01-17,Cookbook,2,20.63,41.26
C0454,2023-01-17,Car Phone Mount,1,16.0,16.0
C0456,2023-01-17,LED Desk Lamp,2,26.91,53.82
C0473,2023-01-17,Business Strategy Book,1,16.81,16.81
C0479,2023-01-17,Cookbook,1,21.49,21.49
C0484,2023-01-17,USB-C Cable,4,9.61,38.44
C0485,2023-01-17,USB-C Cable,1,9.16,9.16
C0490,2023-01-17,Baseball Cap,1,16.68,16.68
C0524,2023-01-17,Fiction Novel,1,10.32,10.32
C0534,2023-01-17,LED Desk Lamp,1,25.75,25.75
C0006,2023-01-18,Baseball Cap,2,66.47,132.94
C0051,2023-01-18,Denim Jeans,1,68.49,68.49
C0053,2023-01-18,Power Bank,1,43.72,43.72
C0069,2023-01-18,Bluetooth Speaker,1,56.01,56.01
C0078,2023-01-18,Fiction Novel,2,18.18,36.36
C0094,2023-01-18,Business Strategy Book,2,29.87,59.74
C0123,2023-01-18,Storage Bins,1,17.35,17.35
C0142,2023-01-18,Screen Protector,1,12.3,12.3
C0150,2023-01-18,Screen Protector,1,11.05,11.05
C0162,2023-01-18,Coffee Maker,1,100.58,100.58
C0181,2023-01-18,Cookbook,1,36.4,36.4
C0204,2023-01-18,Self-Help Guide,1,21.78,21.78
C0213,2023-01-18,Vacuum Cleaner,3,192.39,577.17
C0235,2023-01-18,Denim Jeans,1,67.26,67.26
C0242,2023-01-18,Vacuum Cleaner,3,176.52,529.56
C0250,2023-01-18,Kitchen Scale,1,29.69,29.69
C0276,2023-01-18,Screen Protector,2,7.38,14.76
C0324,2023-01-18,Bluetooth Speaker,1,29.71,29.71
C0376,2023-01-18,Denim Jeans,1,43.39,43.39
C0389,2023-01-18,Fiction Novel,2,11.26,22.52
C0392,2023-01-18,Wireless Headphones,1,64.13,64.13
C0405,2023-01-18,Wireless Headphones,3,68.47,205.41
C0414,2023-01-18,Wireless Headphones,1,64.59,64.59
C0438,2023-01-18,Fiction Novel,3,9.55,28.65
C0446,2023-01-18,Car Phone Mount,1,16.9,16.9
C0455,2023-01-18,Wireless Charger,1,22.32,22.32
C0471,2023-01-18,Cookbook,2,19.16,38.32
C0526,2023-01-18,Screen Protector,1,7.18,7.18
C0537,2023-01-18,Power Bank,4,25.85,103.4
C0547,2023-01-18,Baseball Cap,1,17.04,17.04
C0032,2023-01-19,Car Phone Mount,1,63.48,63.48
C0034,2023-01-19,Sunglasses,4,115.06,460.24
C0069,2023-01-19,Self-Help Guide,1,22.94,22.94
C0069,2023-01-19,LED Desk Lamp,1,51.13,51.13
C0075,2023-01-19,Vacuum Cleaner,4,174.68,698.72
C0083,2023-01-19,Sunglasses,1,61.68,61.68
C0095,2023-01-19,Sunglasses,2,57.74,115.48
C0098,2023-01-19,Storage Bins,3,18.6,55.8
C0105,2023-01-19,Fiction Novel,2,17.34,34.68
C0128,2023-01-19,Business Strategy Book,1,28.61,28.61
C0159,2023-01-19,Smartphone Case,2,25.25,50.5
C0169,2023-01-19,Storage Bins,1,20.74,20.74
C0215,2023-01-19,Vacuum Cleaner,1,169.69,169.69
C0217,2023-01-19,Screen Protector,1,12.2,12.2
C0220,2023-01-19,Running Shoes,1,111.44,111.44
C0249,2023-01-19,Wireless Charger,2,38.63,77.26
